Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
McCracken County,47.83%,23,"$17,764,213",18.13%,3.92%
McCreary County,0.00%,1,"$2,000",16.67%,16.56%
Meade County,66.67%,3,"$361,698",6.56%,-78.79%
Mercer County,60.00%,5,"$1,526,478",11.86%,-11.41%
Metcalfe County,0.00%,1,"$16,000",46.76%,38.22%
Monroe County,100.00%,1,"$3,349,442",8.88%,-5.36%
Montgomery County,90.00%,10,"$8,251,476",4.54%,-22.06%
Morgan County,100.00%,2,"$18,214,902",-0.46%,-89.35%
Muhlenberg County,50.00%,2,"$4,073,285",30.46%,1.76%
Nelson County,40.00%,10,"$3,536,483",15.30%,4.17%
Ohio County,100.00%,2,"$466,785",-9.02%,-22.92%
Oldham County,33.33%,9,"$2,764,330",11.39%,4.35%
Owsley County,100.00%,5,"$2,279,835",8.83%,-64.15%
Pendleton County,50.00%,2,"$46,047",-8.05%,-26.85%
Perry County,84.21%,19,"$97,707,399",2.76%,-39.39%
Pike County,42.86%,14,"$9,013,523",7.73%,1.56%
Powell County,0.00%,1,"$49,078",20.81%,8.34%
Pulaski County,75.00%,12,"$34,850,521",4.47%,-45.44%
Rockcastle County,50.00%,2,"$181,569",6.42%,4.82%
Rowan County,75.00%,8,"$13,498,203",6.24%,-52.41%
Russell County,83.33%,6,"$24,485,737",4.14%,-69.49%
Scott County,58.33%,12,"$4,853,463",10.33%,-4.48%
Shelby County,75.00%,8,"$2,854,199",6.91%,-23.96%
Simpson County,66.67%,9,"$2,124,538",4.04%,-7.04%
Taylor County,100.00%,3,"$14,039,483",5.93%,-4.24%
Todd County,0.00%,2,"$243,391",40.26%,34.98%
Trigg County,33.33%,3,"$4,000,813",18.57%,5.06%
Union County,60.00%,5,"$991,472",3.53%,-0.65%
Warren County,59.09%,44,"$83,153,932",15.31%,-12.04%
Washington County,100.00%,1,"$927,425",9.35%,-5.82%
Webster County,100.00%,2,"$4,164,696",-32.44%,-48.42%
Whitley County,57.14%,7,"$14,560,603",12.83%,-48.39%
Wolfe County,100.00%,1,"$243,224",16.79%,-58.60%
Woodford County,80.00%,5,"$7,753,443",3.83%,-5.32%
