Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Spalding County,90.91%,11,"$1,705,206",2.12%,-12.26%
Stephens County,62.50%,8,"$2,817,505",10.07%,-14.78%
Stewart County,0.00%,1,"$17,572,005",30.61%,5.41%
Sumter County,44.44%,9,"$32,442,893",10.30%,2.01%
Terrell County,66.67%,3,"$2,063,256",16.05%,-61.87%
Thomas County,77.27%,22,"$13,444,912",7.80%,-12.64%
Tift County,75.00%,8,"$2,427,230",5.13%,-56.28%
Toombs County,33.33%,6,"$2,260,904",14.01%,2.38%
Towns County,60.00%,5,"$7,994,931",0.45%,-8.00%
Treutlen County,100.00%,1,"$97,097",3.17%,-58.68%
Troup County,66.67%,21,"$39,167,357",7.09%,-17.58%
Turner County,100.00%,1,"$542,528",5.35%,-93.32%
Union County,66.67%,6,"$9,710,399",3.10%,-24.41%
Upson County,50.00%,2,"$4,296,285",6.29%,-0.36%
Walker County,100.00%,4,"$1,933,659",6.82%,-69.29%
Walton County,75.00%,8,"$3,098,214",3.58%,-17.04%
Ware County,90.00%,10,"$39,463,513",1.77%,-38.52%
Warren County,100.00%,1,"$258,075",-6.37%,-101.32%
Washington County,100.00%,3,"$6,033,806",8.35%,-72.87%
Wayne County,100.00%,3,"$795,540",-6.81%,-19.53%
Wheeler County,100.00%,1,"$53,711",-51.19%,-151.19%
White County,57.14%,7,"$5,730,304",11.52%,-0.02%
Whitfield County,63.64%,22,"$9,597,891",12.71%,-12.08%
Wilcox County,0.00%,1,"$8,883",18.54%,9.24%
Wilkes County,100.00%,1,"$283,824",-15.89%,-114.02%
Wilkinson County,66.67%,3,"$192,656",10.93%,-18.39%
Worth County,50.00%,2,"$2,319,596",-4.42%,-14.40%
