Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Northampton County,75.00%,8,"$43,469,559",-0.01%,-76.86%
Onslow County,75.00%,32,"$52,302,132",14.99%,-41.85%
Orange County,64.47%,76,"$116,356,749",10.66%,-17.81%
Pamlico County,77.78%,9,"$10,236,102",13.55%,-49.57%
Pasquotank County,90.91%,11,"$19,750,939",3.47%,-38.08%
Pender County,71.43%,14,"$7,655,762",10.69%,-25.53%
Perquimans County,100.00%,4,"$520,490",-4.02%,-76.41%
Person County,100.00%,7,"$5,983,748",1.37%,-51.15%
Pitt County,81.82%,44,"$28,214,817",5.44%,-36.79%
Polk County,53.33%,15,"$3,869,486",6.27%,-2.53%
Randolph County,75.00%,24,"$37,792,346",4.88%,-12.26%
Richmond County,50.00%,14,"$3,416,329",16.92%,-4.63%
Robeson County,81.82%,33,"$46,406,540",2.04%,-67.48%
Rockingham County,93.75%,16,"$15,492,591",9.39%,-67.81%
Rowan County,58.06%,62,"$73,320,834",15.46%,-12.06%
Rutherford County,84.44%,45,"$172,391,449",5.79%,-42.06%
Sampson County,100.00%,7,"$4,081,439",-2.57%,-59.06%
Scotland County,80.00%,10,"$5,047,210",8.26%,-21.84%
Stanly County,90.91%,22,"$35,053,953",13.26%,-71.89%
Stokes County,100.00%,12,"$3,133,268",-5.20%,-74.63%
Surry County,64.71%,34,"$19,466,480",20.22%,-23.33%
Swain County,71.43%,7,"$6,022,806",5.45%,-35.15%
Transylvania County,65.52%,29,"$14,032,143",13.36%,-19.32%
Tyrrell County,80.00%,5,"$1,553,442",-4.65%,-60.08%
Union County,82.35%,34,"$47,210,126",8.79%,-35.59%
Vance County,83.33%,18,"$14,654,947",5.17%,-50.65%
Wake County,61.89%,349,"$1,026,491,557",9.61%,-5.66%
Warren County,80.00%,10,"$3,174,458",19.94%,-57.07%
Washington County,66.67%,3,"$768,853",-1.67%,-9.40%
Watauga County,45.00%,40,"$71,737,933",19.87%,1.26%
Wayne County,83.87%,31,"$60,159,602",5.69%,-39.51%
Wilkes County,82.61%,23,"$17,725,633",11.38%,-32.97%
Wilson County,73.33%,30,"$34,803,154",3.78%,-49.73%
Yadkin County,93.33%,15,"$10,980,473",1.92%,-25.79%
Yancey County,53.33%,15,"$1,461,802",17.97%,-8.86%
