Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Montgomery County,100.00%,9,"$13,017,939",11.25%,-12.43%
Morris County,0.00%,1,"$65,731",21.94%,3.26%
Morton County,100.00%,1,"$100,255",-41.92%,-139.63%
Nemaha County,50.00%,8,"$4,887,372",9.24%,-0.62%
Neosho County,83.33%,6,"$9,149,681",3.88%,-38.68%
Norton County,66.67%,3,"$603,738",1.21%,-2.44%
Ottawa County,100.00%,1,"$3,903,550",-0.03%,-100.03%
Pawnee County,0.00%,3,"$456,770",25.31%,11.64%
Phillips County,75.00%,4,"$951,988",11.34%,-21.24%
Pottawatomie County,70.00%,10,"$9,659,443",12.52%,-9.01%
Pratt County,50.00%,2,"$104,512",1.14%,-11.23%
Rawlins County,100.00%,1,"$235,359",4.25%,-9.37%
Reno County,77.78%,27,"$33,294,423",5.50%,-16.41%
Republic County,50.00%,2,"$46,475",9.29%,-12.43%
Rice County,83.33%,6,"$2,682,538",1.43%,-19.68%
Riley County,81.25%,32,"$28,681,782",8.40%,-24.68%
Rooks County,100.00%,1,"$909,255",8.25%,-20.67%
Russell County,100.00%,5,"$660,250",5.31%,-15.17%
Saline County,66.67%,27,"$50,815,428",7.72%,-6.78%
Scott County,83.33%,6,"$2,188,277",9.85%,-20.62%
Sedgwick County,66.05%,162,"$166,927,659",6.33%,-13.20%
Seward County,85.71%,7,"$17,516,033",1.20%,-53.20%
Shawnee County,75.31%,81,"$88,746,939",4.62%,-21.49%
Sheridan County,100.00%,1,"$42,544",-40.28%,-129.31%
Sherman County,66.67%,3,"$365,159",12.77%,-17.01%
Smith County,100.00%,2,"$1,832,195",-4.20%,-10.03%
Stafford County,33.33%,3,"$618,408",48.74%,17.73%
Stevens County,50.00%,2,"$78,381",14.67%,-7.77%
Sumner County,100.00%,4,"$1,668,976",-16.92%,-32.37%
Thomas County,75.00%,4,"$8,603,301",6.94%,-30.87%
Trego County,0.00%,1,"$12,000",45.03%,32.59%
Wallace County,50.00%,2,"$612,511",13.58%,-2.45%
Washington County,80.00%,5,"$1,316,748",1.17%,-4.97%
Wichita County,100.00%,2,"$501,221",21.62%,-41.83%
Wilson County,66.67%,3,"$731,055",12.06%,-7.26%
Wyandotte County,74.42%,43,"$48,993,689",6.80%,-20.77%
