Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Pulaski County,88.89%,9,"$21,981,917",10.36%,-34.79%
Ralls County,100.00%,2,"$357,252",47.18%,-9.64%
Randolph County,83.33%,12,"$5,258,268",16.46%,-27.66%
Ray County,100.00%,4,"$1,673,990",-0.74%,-55.24%
Reynolds County,80.00%,5,"$9,645,450",11.23%,-7.72%
Ripley County,100.00%,3,"$578,752",2.83%,-40.14%
Saline County,66.67%,12,"$27,977,074",2.94%,-24.60%
Schuyler County,100.00%,1,"$356,923",16.28%,-80.04%
Scotland County,66.67%,3,"$297,370",-3.93%,-7.73%
Scott County,69.23%,13,"$39,244,571",10.44%,-17.86%
Shannon County,100.00%,3,"$13,313,383",6.84%,-60.18%
Shelby County,66.67%,3,"$380,203",8.20%,-18.82%
St. Charles County,48.57%,35,"$64,374,942",13.01%,1.45%
St. Clair County,100.00%,2,"$12,219,943",1.43%,-54.99%
St. Francois County,77.78%,9,"$9,871,830",6.79%,-19.58%
St. Louis County,62.53%,411,"$793,645,321",3.94%,-5.58%
St. Louis city,72.69%,260,"$1,280,573,686",9.29%,-19.07%
Ste. Genevieve County,66.67%,6,"$599,689",-0.08%,-27.41%
Stoddard County,33.33%,3,"$593,917",16.09%,1.77%
Stone County,50.00%,6,"$860,792",18.82%,2.11%
Sullivan County,100.00%,1,"$576,393",7.05%,-14.16%
Taney County,52.94%,17,"$9,797,511",12.90%,-2.36%
Texas County,85.71%,7,"$2,243,951",5.61%,-18.56%
Vernon County,75.00%,4,"$4,391,716",8.66%,-13.36%
Warren County,71.43%,7,"$5,564,033",16.15%,-18.70%
Washington County,100.00%,2,"$5,954,300",15.49%,-33.78%
Wayne County,50.00%,4,"$338,035",7.58%,-0.65%
Webster County,75.00%,4,"$2,594,886",3.45%,-26.97%
Wright County,50.00%,4,"$463,763",11.20%,-0.57%
