Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
McNairy County,0.00%,1,"$217,064",34.14%,3.83%
Monroe County,70.00%,10,"$5,467,152",8.84%,-16.61%
Montgomery County,69.57%,23,"$28,393,403",11.22%,-9.45%
Moore County,100.00%,1,"$28,283",3.42%,-56.32%
Morgan County,66.67%,3,"$4,696,620",14.46%,-43.55%
Obion County,85.71%,7,"$1,074,367",6.21%,-4.07%
Overton County,50.00%,2,"$1,122,809",13.14%,-32.80%
Perry County,100.00%,1,"$4,113,317",24.51%,-29.25%
Pickett County,100.00%,1,"$30,524",-33.79%,-89.67%
Polk County,100.00%,1,"$4,353,191",25.98%,-27.78%
Putnam County,91.67%,36,"$22,818,100",-8.44%,-77.12%
Rhea County,77.78%,9,"$4,816,030",3.98%,-10.80%
Roane County,45.45%,11,"$7,237,839",22.46%,19.26%
Robertson County,80.00%,10,"$3,123,300",4.91%,-26.22%
Rutherford County,63.83%,47,"$18,133,037",9.06%,-8.59%
Scott County,71.43%,7,"$5,050,074",4.25%,-43.44%
Sequatchie County,100.00%,1,"$15,548,941",-3.25%,-97.53%
Sevier County,65.38%,26,"$9,988,656",8.01%,-8.86%
Shelby County,70.72%,345,"$877,240,464",8.85%,-19.76%
Stewart County,100.00%,3,"$201,323",0.81%,-41.98%
Sullivan County,80.00%,55,"$50,106,582",3.73%,-36.24%
Sumner County,63.16%,38,"$11,478,043",11.37%,-14.74%
Tipton County,100.00%,3,"$5,918,442",7.92%,-46.41%
Trousdale County,100.00%,1,"$119,886",43.45%,-56.51%
Unicoi County,60.00%,5,"$1,228,981",13.42%,-4.33%
Union County,0.00%,1,"$26,074",21.10%,13.70%
Warren County,50.00%,6,"$467,888",6.61%,-19.06%
Washington County,63.16%,57,"$86,203,528",8.56%,-13.31%
Wayne County,100.00%,1,"$269,946",-0.02%,-4.27%
Weakley County,100.00%,11,"$35,981,206",-0.20%,-77.28%
White County,66.67%,3,"$11,182,196",17.13%,-11.35%
Williamson County,51.39%,72,"$31,254,977",14.35%,-0.53%
Wilson County,58.62%,29,"$31,684,005",7.51%,-10.69%
