Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Pope County,0.00%,1,$615,3.95%,1.93%
Pulaski County,100.00%,1,"$5,824,776",-0.57%,-99.98%
Putnam County,100.00%,2,"$178,212",-209.03%,-242.47%
Randolph County,100.00%,3,"$11,049,836",-1.83%,-49.43%
Richland County,100.00%,2,"$4,704,703",-9.96%,-60.78%
Rock Island County,62.50%,48,"$75,296,653",7.91%,-14.11%
Saline County,100.00%,5,"$8,237,315",-0.04%,-34.32%
Sangamon County,67.62%,105,"$263,902,543",4.60%,-23.52%
Schuyler County,0.00%,1,"$78,333",12.99%,4.40%
Shelby County,0.00%,1,"$571,233",12.08%,4.23%
St. Clair County,74.07%,54,"$158,559,151",11.79%,-23.84%
Stark County,0.00%,1,"$26,904",51.49%,41.53%
Stephenson County,92.31%,13,"$14,525,182",0.33%,-55.23%
Tazewell County,47.62%,21,"$32,347,486",11.63%,0.37%
Union County,100.00%,4,"$6,957,886",8.89%,-11.23%
Vermilion County,85.71%,21,"$27,482,276",3.85%,-40.26%
Warren County,90.91%,11,"$11,806,981",-2.51%,-34.30%
Washington County,50.00%,2,"$399,004",-1.84%,-39.75%
Wayne County,50.00%,6,"$822,802",15.64%,-0.81%
White County,100.00%,3,"$14,738,664",-0.58%,-89.22%
Whiteside County,87.50%,16,"$30,278,452",3.70%,-16.50%
Will County,72.06%,68,"$114,382,152",5.85%,-18.31%
Williamson County,91.67%,12,"$20,641,390",4.39%,-49.16%
Winnebago County,75.29%,85,"$173,678,073",8.54%,-24.49%
Woodford County,62.50%,8,"$3,927,743",3.14%,-2.18%
