EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-20-4297703,Mid-Atlantic,Bronx County,New York,15th Congressional district,Human services,$1M to $4.9M,111593,0.198469898805611,0.13609370877659,0
EIN-81-1705392,Mountain,Denver County,Colorado,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,78190,0.612801525780048,0.575143463299162,0
EIN-31-1586739,West North Central,Douglas County,Nebraska,2nd Congressional district,Human services,$100K to $499K,104720,-0.420981508602901,-0.803446273415558,1
EIN-46-1553270,South Atlantic,Madison County,Florida,2nd Congressional district,Education,$1M to $4.9M,478672,0.0199537474417601,-0.230723387497146,1
EIN-81-0672409,Mid-Atlantic,Monroe County,New York,25th Congressional district,Education,$1M to $4.9M,1167128,0.0205344063818147,-0.915758153355443,1
EIN-22-2194058,Mid-Atlantic,Jefferson County,New York,24th Congressional district,Human services,$5M to $9.9M,2466277,0.031235239276771,-0.227752984488285,1
EIN-61-1723440,West North Central,Jackson County,Missouri,5th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,107060,-0.141986157821388,-0.218382881311061,1
EIN-74-2648523,West South Central,Brazos County,Texas,10th Congressional district,Unclassified,$100K to $499K,365660,0.0649451868232629,-0.921179595744394,1
EIN-48-0934116,West North Central,Sedgwick County,Kansas,4th Congressional district,Health,$500K to $999K,853258,0.0510441444050754,-0.810043727615205,1
EIN-94-3315163,Pacific,Santa Clara County,California,16th Congressional district,Health,$1M to $4.9M,594347,0.0975132484529111,-0.255668103525117,1
EIN-85-1441224,Pacific,Sacramento County,California,6th Congressional district,Education,$1M to $4.9M,3820922,0.125603632103963,-0.874366533055433,1
EIN-23-2955661,Mid-Atlantic,Lancaster County,Pennsylvania,11th Congressional district,Unclassified,$5M to $9.9M,337330,-0.0315367064077079,-0.0980658562257995,1
EIN-64-0667610,East South Central,Jefferson County,Mississippi,2nd Congressional district,Unclassified,$10M or more,8323595,0.0361977110584754,-0.685816501273649,1
EIN-61-0476694,East South Central,Jefferson County,Kentucky,3rd Congressional district,"International, foreign affairs",$1M to $4.9M,143800,0.296716234007359,0.241553323124231,0
EIN-06-0662142,New England,Capitol Planning Region,Connecticut,1st Congressional district,Human services,$10M or more,223867,-0.114135238310702,-0.134943384483312,1
EIN-56-1534520,South Atlantic,Union County,North Carolina,8th Congressional district,Human services,$100K to $499K,328920,0.305744657713012,-0.588497090968408,1
EIN-13-3134024,Mid-Atlantic,New York County,New York,10th Congressional district,Unclassified,$5M to $9.9M,66635,-0.0166888288640692,-0.0239737652642294,1
EIN-93-0738493,Pacific,Polk County,Oregon,6th Congressional district,Unclassified,$10M or more,1883927,0.154350300396881,0.04350182718783,0
EIN-52-2284294,South Atlantic,Miami-Dade County,Florida,28th Congressional district,Human services,$500K to $999K,906117,-0.0234826186905223,-1.02348261869052,1
EIN-75-1935607,West South Central,Montague County,Texas,13th Congressional district,Unclassified,Less than $100K,14982,0.309300341296928,0.186384221580467,0
EIN-93-0900864,Pacific,Multnomah County,Oregon,1st Congressional district,"Public, societal benefit",$1M to $4.9M,4128617,0.077145980191435,-0.816665667196278,1
EIN-54-0699738,South Atlantic,Danville city,Virginia,5th Congressional district,Health,$100K to $499K,99765,-0.00445376108883218,-0.610633126746871,1
EIN-23-7315010,Pacific,Napa County,California,4th Congressional district,Environment and animals,$1M to $4.9M,49762,0.488229972697136,0.466803618738178,0
EIN-64-0315213,East South Central,Lee County,Mississippi,1st Congressional district,Human services,$500K to $999K,4415,-0.138812423093734,-0.143903949479142,1
EIN-84-3859092,East North Central,Marion County,Indiana,7th Congressional district,"Public, societal benefit",$100K to $499K,10000,-0.109066303647222,-0.135811351133054,1
EIN-46-0742535,West South Central,Benton County,Arkansas,3rd Congressional district,"Arts, culture, and humanities",$100K to $499K,82899,0.126599953455899,-0.476284326274145,1
EIN-25-1202995,Mid-Atlantic,Tioga County,Pennsylvania,15th Congressional district,Unclassified,Less than $100K,48765,0.179945013746563,-0.307583104223944,1
EIN-76-0817473,Mountain,Salt Lake County,Utah,1st Congressional district,Education,$1M to $4.9M,2471049,-0.0242774248817171,-0.8837431337147,1
EIN-04-3589689,West South Central,Williamson County,Texas,31st Congressional district,"Public, societal benefit",$5M to $9.9M,5441807,0.0918243088323037,-0.794331851685873,1
EIN-27-3572770,West South Central,Fort Bend County,Texas,7th Congressional district,Health,$500K to $999K,178125,-0.111061630726043,-0.33834885798137,1
EIN-55-0590745,South Atlantic,Greenbrier County,West Virginia,1st Congressional district,Human services,$500K to $999K,83338,-0.162064149869553,-0.261708558816004,1
EIN-65-1023099,South Atlantic,Palm Beach County,Florida,22nd Congressional district,"Public, societal benefit",$1M to $4.9M,1552,-0.259311108149056,-0.260394196822056,1
EIN-13-3593806,Mid-Atlantic,New York County,New York,10th Congressional district,"International, foreign affairs",$1M to $4.9M,2738814,0.330484408651605,-0.103874285931786,1
EIN-86-0842209,Mountain,Maricopa County,Arizona,3rd Congressional district,Education,$5M to $9.9M,6324472,0.193741005500236,-0.779595953719773,1
EIN-23-7058116,Pacific,Ketchikan Gateway Borough,Alaska,Congressional district (at large),"Arts, culture, and humanities",$100K to $499K,102736,-0.0124308234110347,-0.32008995951223,1
EIN-25-1304338,Mid-Atlantic,Westmoreland County,Pennsylvania,14th Congressional district,Unclassified,$1M to $4.9M,35542,-0.0416996975722709,-0.0526757890127293,1
EIN-74-1819945,West South Central,Hays County,Texas,35th Congressional district,Unclassified,$100K to $499K,21250,-0.0435405702732435,-0.16990455802337,1
EIN-82-4858874,West North Central,St. Louis city,Missouri,1st Congressional district,Religion-related,$100K to $499K,39947,-0.0100038997086688,-0.101640171587181,1
EIN-62-1141186,East South Central,Washington County,Tennessee,1st Congressional district,Unclassified,$10M or more,3919610,0.00392261129613121,-0.259512150927651,1
EIN-23-7398712,East North Central,Cook County,Illinois,10th Congressional district,"Arts, culture, and humanities",Less than $100K,25000,-0.253778670330832,-0.69418313779375,1
EIN-04-3748642,Mountain,Mesa County,Colorado,3rd Congressional district,Education,$5M to $9.9M,934654,0.0398463546818884,-0.121652983098497,1
EIN-52-1249911,South Atlantic,Washington County,Virginia,9th Congressional district,Environment and animals,$100K to $499K,3645,-5.68319241609019,-5.79992954137843,1
EIN-42-1264647,West North Central,Black Hawk County,Iowa,2nd Congressional district,Unclassified,$10M or more,96477,-0.0212200765851124,-0.0215134606597369,1
EIN-58-1816825,South Atlantic,Carroll County,Georgia,3rd Congressional district,Education,$1M to $4.9M,60222,0.175402454940183,0.138795361472405,0
EIN-59-3179911,South Atlantic,Orange County,Florida,10th Congressional district,Unclassified,$1M to $4.9M,307432,-3.18289987502185,-3.63439557421661,1
EIN-41-1385614,West North Central,Crow Wing County,Minnesota,8th Congressional district,Human services,Less than $100K,38507,0.593475649200629,-0.118233065335921,1
EIN-39-1946861,East North Central,Milwaukee County,Wisconsin,4th Congressional district,"Public, societal benefit",$100K to $499K,9334,0.170171292202605,0.139489246163101,0
EIN-38-2842451,East North Central,Kalamazoo County,Michigan,4th Congressional district,Hospitals,$10M or more,761775,-0.0675130381012734,-0.117924669395258,1
EIN-06-1001581,New England,Lower Connecticut River Valley Planning Region,Connecticut,2nd Congressional district,Unclassified,$100K to $499K,26483,-0.0991619485815868,-0.198066207555907,1
EIN-94-3015670,Pacific,Sacramento County,California,7th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,2878167,0.426218641215593,-0.4153764954772,1
EIN-36-4138353,East North Central,Cook County,Illinois,6th Congressional district,Human services,$10M or more,18719,-0.529943695057073,-0.530129775424487,1
EIN-86-0604314,Mountain,Coconino County,Arizona,2nd Congressional district,Environment and animals,$100K to $499K,112353,-0.0958670738347785,-0.453634739634249,1
EIN-51-0183476,New England,Providence County,Rhode Island,1st Congressional district,Health,$10M or more,8777166,0.0783800700688625,-0.198221069492414,1
EIN-51-0064307,South Atlantic,New Castle County,Delaware,Congressional district (at large),Environment and animals,$1M to $4.9M,1e+06,0.228506590828674,-0.199344275761863,1
EIN-83-0367619,West South Central,Caddo Parish,Louisiana,6th Congressional district,Human services,$100K to $499K,35630,0.128547793378123,0.0389603532204208,0
EIN-41-0695509,West North Central,Ramsey County,Minnesota,4th Congressional district,Universities,$10M or more,3104971,-0.101179574436016,-0.125144824205996,1
EIN-46-5547290,Mid-Atlantic,Kings County,New York,10th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,557552,0.171058338647573,-0.0501960547770817,1
EIN-58-2185898,South Atlantic,Montgomery County,North Carolina,8th Congressional district,Education,$500K to $999K,457330,-0.175514890064013,-0.933155408002333,1
EIN-47-1080527,Mountain,Salt Lake County,Utah,2nd Congressional district,"Arts, culture, and humanities",$500K to $999K,36427,0.00297967084877675,-0.0571868868055418,1
EIN-81-5265634,Mid-Atlantic,Ocean County,New Jersey,4th Congressional district,Education,$1M to $4.9M,508803,0.127234125544043,0.00162515522046861,0
EIN-46-4461406,Mountain,Maricopa County,Arizona,4th Congressional district,Education,$10M or more,1857406,0.0729554076932903,-0.0483473644585985,1
EIN-16-1557965,Mid-Atlantic,Cortland County,New York,22nd Congressional district,Education,$500K to $999K,821189,0.127539599835738,-0.847102975002196,1
EIN-59-6015959,South Atlantic,Orange County,Florida,10th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,297380,0.0613847318033819,-0.110659597757141,1
EIN-83-3735809,Pacific,Los Angeles County,California,31st Congressional district,Education,$10M or more,13915039,0.0573451270264817,-0.915514235308117,1
EIN-34-0714687,East North Central,Stark County,Ohio,6th Congressional district,Universities,$10M or more,246391,-0.0236807595113604,-0.0262912513702537,1
EIN-65-1262427,Pacific,San Diego County,California,51st Congressional district,Environment and animals,$500K to $999K,15000,0.296469188193953,0.2796290682923,0
EIN-26-4572130,Pacific,Lane County,Oregon,4th Congressional district,Education,$1M to $4.9M,86219,-0.15554796555811,-0.214444144639545,1
EIN-47-0638452,West North Central,Burt County,Nebraska,3rd Congressional district,"Public, societal benefit",$100K to $499K,77913,0.152783946735388,-0.189851930358454,1
EIN-82-1430428,Mountain,Maricopa County,Arizona,1st Congressional district,Human services,$100K to $499K,2500,0.0279121619654155,0.0175126977458121,0
EIN-46-2680963,West North Central,Dakota County,Minnesota,2nd Congressional district,Religion-related,$500K to $999K,500049,0.0265476746795793,-0.515626643304858,1
EIN-91-2138554,Pacific,King County,Washington,7th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,1464316,0.0500230664200378,-0.308158565860622,1
EIN-37-1743537,Mid-Atlantic,Orange County,New York,18th Congressional district,Health,$10M or more,574940,-0.0515463005852011,-0.0586872132453584,1
EIN-31-0537044,East North Central,Hamilton County,Ohio,1st Congressional district,Health,$1M to $4.9M,183247,-0.00871926598658413,-0.115551262124828,1
EIN-52-1260918,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$10M or more,1097642,-0.0121070781301552,-0.102305114244968,1
EIN-45-5153408,Pacific,King County,Washington,9th Congressional district,Human services,$500K to $999K,897807,0.0775881445807623,-0.799808846610155,1
EIN-23-6424259,Mid-Atlantic,Lehigh County,Pennsylvania,7th Congressional district,Human services,$100K to $499K,173708,0.167917203439992,-0.336092638371459,1
EIN-20-4499806,South Atlantic,Montgomery County,Maryland,8th Congressional district,Education,$1M to $4.9M,997385,-0.0936192709609047,-0.496748724589812,1
EIN-41-2009080,West North Central,St. Louis County,Minnesota,8th Congressional district,Education,$1M to $4.9M,4262344,0.093644027353109,-0.850268989069253,1
EIN-34-1726481,East North Central,Summit County,Ohio,13th Congressional district,Unclassified,$1M to $4.9M,1630340,-0.0270692181613774,-0.879977420956345,1
EIN-66-0549839,Unmapped,San Juan Municipio,Other/unmapped jurisdictions,Resident commissioner district (at large),Human services,$500K to $999K,716971,-0.0348263951643673,-0.934693606040524,1
EIN-05-0483577,New England,Providence County,Rhode Island,2nd Congressional district,Unclassified,$1M to $4.9M,450773,0.108989069074349,-0.158788016317084,1
EIN-26-3946191,Pacific,Douglas County,Oregon,4th Congressional district,Health,$10M or more,934774,-0.16260771405155,-0.178562157761647,1
EIN-23-3081927,Mid-Atlantic,Philadelphia County,Pennsylvania,3rd Congressional district,Human services,$1M to $4.9M,1028484,0.046565003500923,-0.888667012212311,1
EIN-20-0547132,Mid-Atlantic,Monmouth County,New Jersey,6th Congressional district,Hospitals,$10M or more,4100577,0.0954955175098245,-0.219602944203838,1
EIN-46-0325432,West North Central,Tripp County,South Dakota,Congressional district (at large),Human services,$1M to $4.9M,13000,-0.0373450604404794,-0.0409092529178399,1
EIN-38-2960204,East North Central,Ottawa County,Michigan,4th Congressional district,Unclassified,$500K to $999K,279424,0.26562883301209,-0.0403813299456807,1
EIN-82-1289116,Mountain,Pima County,Arizona,7th Congressional district,Human services,$100K to $499K,27263,0.201415079849959,0.108363169696949,0
EIN-31-1710998,Mid-Atlantic,Ocean County,New Jersey,4th Congressional district,Human services,$100K to $499K,81000,0.220600064652418,-0.388335500943474,1
EIN-48-1247723,West North Central,St. Louis County,Missouri,2nd Congressional district,Human services,$5M to $9.9M,30671,-0.00974376966405115,-0.0137937372666872,1
EIN-38-1359513,East North Central,Wayne County,Michigan,12th Congressional district,"Arts, culture, and humanities",$10M or more,242261,-0.296628727860143,-0.300882314458462,1
EIN-36-4256356,East North Central,Cook County,Illinois,1st Congressional district,Education,$1M to $4.9M,285627,0.254396058260473,0.0659474716232229,0
EIN-32-0455808,East South Central,DeKalb County,Alabama,4th Congressional district,"Arts, culture, and humanities",$100K to $499K,124541,-0.199064025106801,-1.05997428488477,1
EIN-35-1167389,East North Central,Allen County,Indiana,3rd Congressional district,Human services,$10M or more,66578,-0.162877314942463,-0.166825043033189,1
EIN-81-4786875,East North Central,Cook County,Illinois,1st Congressional district,"Public, societal benefit",$1M to $4.9M,137684,0.777643067125805,0.762822192344995,0
EIN-45-2638273,Pacific,San Francisco County,California,11th Congressional district,"Public, societal benefit",$10M or more,2012986,0.064565015129035,0.032388556347661,0
EIN-64-0427465,East South Central,Madison County,Mississippi,3rd Congressional district,Unclassified,$1M to $4.9M,64250,-0.158208733263064,-0.189231000249627,1
EIN-91-1510734,Pacific,Lewis County,Washington,3rd Congressional district,"Public, societal benefit",$100K to $499K,365659,0.143327640577556,-0.787346301957002,1
EIN-02-0518033,New England,Strafford County,New Hampshire,1st Congressional district,Education,$100K to $499K,6000,0.35150026618416,0.33190388628874,0
EIN-71-0841647,West South Central,Jefferson County,Arkansas,4th Congressional district,Human services,$500K to $999K,881869,0.257697968216227,-0.531765868610839,1
EIN-62-1867038,East South Central,Roane County,Tennessee,3rd Congressional district,Human services,$100K to $499K,9780,0.102257757277408,0.0665686249466305,0
EIN-25-1285772,Mid-Atlantic,Potter County,Pennsylvania,15th Congressional district,Human services,$100K to $499K,60633,0.285327175995206,0.0623945231065634,0
EIN-22-3589768,Mid-Atlantic,Camden County,New Jersey,1st Congressional district,Human services,Less than $100K,35077,0.0289371565029587,-0.586978279573669,1
EIN-94-2814442,Pacific,Napa County,California,4th Congressional district,Unclassified,$1M to $4.9M,700511,0.111378754207885,-0.471885124215354,1
EIN-82-2748395,South Atlantic,Catoosa County,Georgia,14th Congressional district,Unclassified,$10M or more,640934,-0.254076671926728,-0.283934547778033,1
EIN-02-0359998,New England,Merrimack County,New Hampshire,2nd Congressional district,Environment and animals,$5M to $9.9M,119930,0.0118082069765864,-0.00500897720446319,1
EIN-58-0601980,South Atlantic,Muscogee County,Georgia,2nd Congressional district,Human services,$1M to $4.9M,274991,0.380086430587926,0.27948694779594,0
EIN-99-0197758,Pacific,Honolulu County,Hawaii,1st Congressional district,Unclassified,$1M to $4.9M,1e+05,0.0341151112197532,0.00791524237629667,0
EIN-75-1047725,West South Central,Potter County,Texas,13th Congressional district,Unclassified,$1M to $4.9M,315422,-0.201143186029242,-0.279664597055677,1
EIN-73-0521535,West South Central,Washington County,Oklahoma,2nd Congressional district,Unclassified,$1M to $4.9M,409073,0.0172695132548478,-0.177510921708905,1
EIN-86-0610154,Mountain,Yavapai County,Arizona,2nd Congressional district,Environment and animals,$500K to $999K,456589,0.0383777393952002,-0.697969432631319,1
EIN-56-1686052,South Atlantic,Wake County,North Carolina,2nd Congressional district,Unclassified,$100K to $499K,3e+05,0.512416163514999,-0.0849934683213586,1
EIN-45-0311870,West North Central,Grand Forks County,North Dakota,Congressional district (at large),Education,$100K to $499K,62967,0.119608328233441,-0.0443703694058516,1
EIN-74-3215224,East North Central,Hamilton County,Ohio,1st Congressional district,Education,$100K to $499K,42146,0.170738680607048,0.072773254178744,0
EIN-26-0488593,West North Central,Sullivan County,Missouri,6th Congressional district,Health,Less than $100K,115723,0.997625287297831,0.0161650086083335,0
EIN-41-1679499,West North Central,Dakota County,Minnesota,2nd Congressional district,"Public, societal benefit",$100K to $499K,7979,-2.15525908739366,-2.37564909954701,1
EIN-58-1812153,South Atlantic,Lowndes County,Georgia,8th Congressional district,Human services,$1M to $4.9M,2495335,0.109672907058574,-0.721003948763939,1
EIN-74-2763040,West South Central,Washington County,Texas,10th Congressional district,"Arts, culture, and humanities",$500K to $999K,15460,-0.181339184245962,-0.208410745273421,1
EIN-26-4368015,Pacific,Mono County,California,3rd Congressional district,Human services,$1M to $4.9M,315000,0.419119738572988,0.303952043440523,0
EIN-23-2640814,Mid-Atlantic,Lancaster County,Pennsylvania,11th Congressional district,Human services,$10M or more,114966,0.0402850961781612,0.0378654332249235,0
EIN-22-1551929,Mid-Atlantic,Warren County,New Jersey,7th Congressional district,Unclassified,$500K to $999K,394293,0.372912406093851,0.0991993246948701,0
EIN-95-2684041,Pacific,Santa Barbara County,California,24th Congressional district,Unclassified,$10M or more,21695975,0.000637048186021265,-0.962122879211076,1
EIN-94-3120807,Pacific,Spokane County,Washington,5th Congressional district,Education,$10M or more,16117542,-0.0133669260566406,-0.117102804610514,1
EIN-80-0470933,South Atlantic,Catawba County,North Carolina,10th Congressional district,Human services,$100K to $499K,177849,-0.0281017652116737,-0.927646553032219,1
EIN-46-1449556,West South Central,Travis County,Texas,37th Congressional district,Religion-related,$500K to $999K,7500,-0.000693130810454167,-0.0138538424013561,1
EIN-62-1645835,East South Central,Davidson County,Tennessee,5th Congressional district,Human services,$100K to $499K,97199,0.0873801556892457,-0.755205534076527,1
EIN-13-3749744,Mid-Atlantic,New York County,New York,13th Congressional district,"Arts, culture, and humanities",$5M to $9.9M,4076545,0.0751244299577127,-0.585586530300066,1
EIN-58-1690407,East South Central,Weakley County,Tennessee,8th Congressional district,Education,$100K to $499K,156627,-0.912448045356165,-1.91244804535616,1
EIN-16-0769044,Mid-Atlantic,Erie County,New York,26th Congressional district,Human services,$10M or more,10303874,0.0297536944959374,-0.148758008350514,1
EIN-45-2689264,Pacific,Hawaii County,Hawaii,2nd Congressional district,Environment and animals,$100K to $499K,53334,0.178561258218775,0.0660581732118034,0
EIN-34-1965825,East North Central,Summit County,Ohio,13th Congressional district,Human services,$100K to $499K,3550,-0.544497262169806,-0.580099083378462,1
EIN-23-0414776,Mid-Atlantic,Blair County,Pennsylvania,13th Congressional district,Unclassified,$100K to $499K,49924,0.255820423431926,0.148980155239826,0
EIN-31-1435217,East North Central,Warren County,Ohio,1st Congressional district,Health,$5M to $9.9M,1724947,-0.0193230735458199,-0.27380110241794,1
EIN-22-2758457,Mid-Atlantic,Morris County,New Jersey,11th Congressional district,Unclassified,$1M to $4.9M,1670945,0.0616307793880781,-0.918120363839133,1
EIN-39-1888324,West North Central,Polk County,Iowa,3rd Congressional district,Human services,$100K to $499K,25585,-0.400999809358385,-0.509390158656188,1
EIN-90-0506872,East North Central,Winnebago County,Wisconsin,6th Congressional district,Health,$5M to $9.9M,233851,-0.258924498162442,-0.311169446275176,1
EIN-51-0354794,South Atlantic,New Castle County,Delaware,Congressional district (at large),Unclassified,$1M to $4.9M,1506981,0.00231469257224937,-0.835388892255063,1
EIN-22-1550244,Mid-Atlantic,Hunterdon County,New Jersey,7th Congressional district,"Arts, culture, and humanities",$500K to $999K,85501,-0.132280160235185,-0.253008645752878,1
EIN-41-1968867,West North Central,Hennepin County,Minnesota,3rd Congressional district,Education,$10M or more,9574977,-0.00851351719911698,-0.965080573110421,1
EIN-31-1674450,West North Central,Otoe County,Nebraska,3rd Congressional district,"Arts, culture, and humanities",$100K to $499K,157000,-0.0368788577841511,-0.526310867261051,1
EIN-20-3402627,East North Central,Hamilton County,Indiana,5th Congressional district,"Arts, culture, and humanities",$10M or more,846909,-0.0102555503421279,-0.049355903663552,1
EIN-56-0890711,South Atlantic,Rowan County,North Carolina,6th Congressional district,Human services,$1M to $4.9M,66532,0.183488998627999,0.169826075581437,0
EIN-37-1252061,East North Central,Peoria County,Illinois,16th Congressional district,Human services,$1M to $4.9M,150000,0.0457937076455972,-0.0666018768564004,1
EIN-51-0158208,East North Central,Macon County,Illinois,13th Congressional district,Unclassified,$500K to $999K,153573,-0.00574395532847038,-0.28820199300352,1
EIN-13-2614139,Mid-Atlantic,New York County,New York,12th Congressional district,Human services,$10M or more,257278,-0.19662162009521,-0.221891794918286,1
EIN-54-1814823,South Atlantic,Henrico County,Virginia,4th Congressional district,Unclassified,$100K to $499K,6698,-0.0359434889977169,-0.0523690528448007,1
EIN-24-6017441,Mid-Atlantic,Wayne County,Pennsylvania,8th Congressional district,Human services,Less than $100K,26000,0.212589946950995,-0.0150130434021395,1
EIN-84-2818332,East South Central,Mobile County,Alabama,2nd Congressional district,"Public, societal benefit",$100K to $499K,150000,0.531580418377658,-0.113400554683637,1
EIN-75-3114900,Mountain,Kootenai County,Idaho,1st Congressional district,Education,$100K to $499K,130640,0.0605836104886672,-0.23721685134824,1
EIN-13-3404530,Mid-Atlantic,New York County,New York,12th Congressional district,Education,$5M to $9.9M,242026,0.186401284814054,0.15198190929933,0
EIN-61-0660109,East South Central,Breathitt County,Kentucky,5th Congressional district,Human services,$5M to $9.9M,9467279,0.00822062693920004,-0.97020574355629,1
EIN-42-1148364,West North Central,Clayton County,Iowa,2nd Congressional district,Unclassified,$1M to $4.9M,87886,0.157266268905231,0.132877202719578,0
EIN-43-1490366,West North Central,Jackson County,Missouri,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,15990,-0.0389926259552672,-0.0628082137713376,1
EIN-43-1662964,West South Central,Muskogee County,Oklahoma,2nd Congressional district,Unclassified,$100K to $499K,202329,0.200359058162819,-0.575793495523281,1
EIN-37-0769033,East North Central,Knox County,Illinois,17th Congressional district,Human services,$5M to $9.9M,675543,-0.0641630553793449,-0.189612825925799,1
EIN-71-0761800,West South Central,Faulkner County,Arkansas,2nd Congressional district,Human services,$100K to $499K,307965,0.00716825926956737,-0.627739122367567,1
EIN-52-0795508,East South Central,Fayette County,Kentucky,6th Congressional district,Hospitals,$10M or more,1941577,-0.0215261467349742,-0.0237251722004234,1
EIN-95-4402804,Pacific,Los Angeles County,California,36th Congressional district,Human services,$100K to $499K,116879,0.0687031835205992,-0.27328827247191,1
EIN-26-3217384,West North Central,Grand Forks County,North Dakota,Congressional district (at large),Human services,$100K to $499K,81928,-0.0715859944309497,-0.556970199656378,1
EIN-26-2055229,Mountain,El Paso County,Colorado,5th Congressional district,Education,$10M or more,6275357,0.265596480437409,-0.00896385206489563,1
EIN-55-0476872,South Atlantic,Harrison County,West Virginia,2nd Congressional district,Human services,$100K to $499K,56857,-0.0178331842576029,-0.471904548939433,1
EIN-82-2090644,New England,Capitol Planning Region,Connecticut,1st Congressional district,Human services,Less than $100K,20640,0.137253542287867,-0.339828490858239,1
EIN-34-6401309,East North Central,Erie County,Ohio,9th Congressional district,Education,$1M to $4.9M,3588589,-0.0453477747263842,-0.951154537377327,1
EIN-37-1483053,South Atlantic,Granville County,North Carolina,13th Congressional district,Health,$100K to $499K,307828,0.129030959270334,-0.697233152777852,1
EIN-56-2053463,South Atlantic,Swain County,North Carolina,11th Congressional district,Human services,$1M to $4.9M,127450,0.0430743590633872,-0.0250055420084239,1
EIN-59-1544835,South Atlantic,Palm Beach County,Florida,20th Congressional district,Human services,$5M to $9.9M,942754,-0.0282442911406438,-0.136102625554177,1
EIN-56-1161072,South Atlantic,Buncombe County,North Carolina,11th Congressional district,Unclassified,$1M to $4.9M,900,-0.169414509061574,-0.170015033118902,1
EIN-23-2800298,Mid-Atlantic,Philadelphia County,Pennsylvania,2nd Congressional district,"Public, societal benefit",$100K to $499K,12500,-0.0873889675839039,-0.119349939401997,1
